Customer_ID,Age,Gender,Product_Category,Purchase_Amount,Discount_Percent,Payment_Method,Customer_Rating,Previous_Purchases,Returned
158,53,Female,Sports,184.04,0,Credit Card,3.4,13,Yes
159,22,Female,Electronics,232.2,10,PayPal,3.5,28,No
160,23,Male,Sports,205.9,30,Cash,4.4,0,No
161,61,Female,Beauty,32.27,30,PayPal,2.6,3,Yes
162,33,Male,Electronics,121.17,15,Debit Card,3.1,14,Yes
163,26,Female,Clothing,169.42,10,Bank Transfer,2.9,28,No
164,44,Female,Home & Kitchen,302.17,15,PayPal,4.9,1,No
165,62,Female,Books,39.46,25,Credit Card,4.5,4,No
166,44,Male,Books,69.75,25,Cash,3.0,26,No
167,61,Male,Electronics,177.0,10,Credit Card,4.9,9,No
168,30,Male,Sports,221.33,20,PayPal,4.4,10,No
169,52,Female,Home & Kitchen,149.79,30,Cash,4.8,10,No
170,44,Male,Beauty,100.23,10,Debit Card,3.0,4,No
171,54,Male,Books,59.03,25,Cash,3.7,15,No
172,26,Female,Clothing,101.28,30,Credit Card,2.6,21,No
173,26,Male,Electronics,414.76,20,PayPal,3.7,29,Yes
174,18,Female,Electronics,76.81,15,Debit Card,4.8,25,Yes
175,24,Male,Clothing,119.92,15,Debit Card,3.9,14,No
176,61,Male,Sports,116.93,25,Credit Card,4.3,0,No
177,45,Female,Beauty,39.68,25,Cash,3.9,28,Yes
178,22,Female,Beauty,121.55,30,PayPal,4.3,26,Yes
179,37,Male,Beauty,66.25,5,Credit Card,5.0,25,No
180,21,Male,Books,58.72,10,PayPal,4.1,0,No
181,32,Female,Beauty,20.4,30,Credit Card,4.3,7,No
182,27,Female,Sports,241.67,15,Credit Card,4.4,11,No
183,23,Male,Books,9.89,20,PayPal,3.3,25,Yes
184,36,Female,Books,74.51,25,Cash,2.9,12,No
185,35,Female,Clothing,113.98,5,Bank Transfer,4.1,23,No
186,47,Male,Clothing,214.41,10,Bank Transfer,4.5,13,No
187,37,Female,Beauty,131.13,25,Bank Transfer,3.7,20,No
188,38,Female,Home & Kitchen,54.1,25,PayPal,3.9,24,No
189,46,Female,Sports,97.45,10,PayPal,2.9,21,No
190,22,Female,Beauty,90.39,30,Bank Transfer,3.4,30,Yes
191,24,Male,Sports,142.0,30,PayPal,4.9,10,Yes
192,18,Male,Home & Kitchen,200.99,15,Bank Transfer,4.2,24,No
193,40,Male,Books,18.4,10,Debit Card,3.6,10,No
194,40,Female,Electronics,246.16,30,Debit Card,4.1,10,No
195,51,Male,Beauty,61.37,25,Credit Card,3.6,21,No
196,46,Female,Books,51.34,30,Cash,3.8,27,No
197,30,Female,Electronics,194.13,20,PayPal,3.4,3,No
198,61,Female,Beauty,32.58,5,Bank Transfer,3.5,16,No
199,54,Female,Books,57.86,15,Cash,2.9,9,No
200,57,Male,Home & Kitchen,86.87,15,PayPal,3.7,21,No
201,28,Male,Beauty,88.15,15,PayPal,4.4,18,Yes
202,54,Male,Home & Kitchen,132.59,20,Credit Card,5.0,6,No
203,37,Male,Books,83.48,5,Cash,4.3,25,No
204,28,Male,Clothing,153.94,25,Cash,3.2,9,Yes
205,26,Female,Electronics,486.74,30,PayPal,4.4,7,No
206,27,Female,Sports,150.11,10,Cash,4.8,22,No
207,49,Female,Beauty,81.58,10,Bank Transfer,2.7,27,No
208,31,Female,Clothing,65.98,30,Credit Card,4.7,10,Yes
209,24,Female,Electronics,117.77,25,Cash,2.8,29,No
210,35,Male,Sports,147.78,25,PayPal,4.4,22,Yes
211,63,Male,Electronics,191.09,10,PayPal,2.8,26,No
212,48,Male,Clothing,131.65,30,Debit Card,4.4,26,No
213,22,Male,Beauty,29.98,25,Credit Card,4.6,14,Yes
214,26,Male,Beauty,53.09,5,Bank Transfer,4.0,17,No
215,62,Male,Sports,141.89,30,Debit Card,4.5,28,No
216,42,Male,Clothing,148.77,5,Bank Transfer,4.7,12,No
217,41,Male,Books,16.08,0,Bank Transfer,4.5,30,No
218,58,Female,Books,52.36,20,Debit Card,3.0,29,No
219,43,Male,Home & Kitchen,291.71,15,Cash,4.0,19,No
220,25,Male,Sports,226.07,10,Cash,3.4,5,Yes
221,19,Female,Books,55.71,10,Bank Transfer,3.7,1,No
222,41,Male,Home & Kitchen,195.6,30,Credit Card,2.5,27,No
223,41,Female,Clothing,228.83,5,Cash,3.1,10,No
224,22,Female,Electronics,391.27,0,Cash,3.7,28,No
225,38,Male,Beauty,123.33,10,Debit Card,4.9,18,No
226,27,Male,Books,50.69,30,Cash,3.4,21,Yes
227,31,Male,Books,51.83,30,Cash,3.5,16,No
228,65,Male,Beauty,103.26,5,Cash,3.2,7,No
229,62,Female,Home & Kitchen,379.12,0,Cash,3.6,5,No
230,25,Female,Clothing,94.93,25,Debit Card,4.0,22,No
231,27,Male,Sports,297.44,0,PayPal,3.5,30,No
232,24,Female,Electronics,404.89,30,Credit Card,3.4,12,No
233,22,Male,Electronics,202.61,0,Credit Card,4.9,1,No
234,54,Female,Sports,68.82,10,Credit Card,4.7,14,No
235,59,Female,Books,24.63,30,Bank Transfer,3.1,16,Yes
236,42,Female,Books,49.69,10,Cash,3.0,19,Yes
237,48,Female,Beauty,44.23,25,Debit Card,4.4,1,No
238,40,Male,Clothing,83.83,10,Debit Card,3.9,30,No
239,49,Female,Clothing,32.61,20,Cash,4.5,6,No
240,38,Male,Electronics,171.58,0,PayPal,4.3,11,Yes
241,39,Female,Home & Kitchen,361.97,5,Bank Transfer,4.9,22,No
242,32,Male,Books,64.26,15,Bank Transfer,5.0,27,Yes
243,29,Female,Beauty,124.18,10,Credit Card,4.1,5,No
244,46,Male,Home & Kitchen,135.73,15,Debit Card,3.5,23,No
245,49,Female,Home & Kitchen,197.04,5,Credit Card,2.7,14,No
246,19,Female,Home & Kitchen,92.94,0,Bank Transfer,4.0,10,No
247,63,Male,Books,22.93,5,Bank Transfer,4.2,13,No
248,60,Female,Home & Kitchen,205.32,15,Bank Transfer,3.2,2,No
249,30,Male,Electronics,177.06,15,Cash,4.7,15,Yes
250,59,Female,Clothing,75.41,30,Debit Card,3.9,8,Yes
251,23,Female,Beauty,63.1,20,PayPal,4.7,21,No
252,48,Female,Electronics,259.82,20,PayPal,2.8,4,No
253,28,Male,Clothing,82.16,30,Credit Card,3.1,19,Yes
254,42,Female,Beauty,115.82,20,PayPal,3.5,25,No
255,27,Male,Electronics,364.53,15,Bank Transfer,3.7,20,No
256,20,Male,Home & Kitchen,211.43,25,PayPal,2.6,7,No
257,41,Male,Home & Kitchen,93.61,30,PayPal,2.8,7,No
258,35,Female,Beauty,96.08,30,Bank Transfer,4.6,11,No
259,22,Female,Sports,54.61,30,Debit Card,4.6,6,Yes
260,47,Male,Home & Kitchen,334.7,0,Bank Transfer,3.4,7,No
261,29,Female,Beauty,152.09,0,Bank Transfer,2.6,12,No
262,32,Male,Sports,180.71,15,Debit Card,2.8,29,Yes
263,32,Female,Beauty,76.44,10,PayPal,3.1,14,No
264,61,Female,Beauty,61.4,20,Credit Card,3.2,9,No
265,22,Female,Home & Kitchen,120.29,5,Credit Card,4.4,16,No
266,60,Female,Sports,102.2,25,Bank Transfer,4.0,1,No
267,39,Male,Sports,180.24,30,Debit Card,4.7,21,No
268,24,Female,Clothing,140.09,25,Debit Card,3.1,2,No
269,44,Female,Home & Kitchen,275.96,20,Debit Card,3.7,2,Yes
270,61,Female,Beauty,38.44,20,PayPal,4.8,28,No
271,38,Male,Electronics,267.61,30,Debit Card,2.9,24,No
272,23,Male,Beauty,11.83,25,Cash,4.9,11,No
273,19,Male,Sports,147.08,10,Credit Card,2.7,5,No
274,36,Female,Sports,254.1,15,Debit Card,4.4,11,No
275,19,Male,Clothing,37.63,25,Cash,2.6,25,Yes
276,56,Male,Sports,53.09,10,Debit Card,4.3,15,Yes
277,37,Female,Sports,217.7,20,Cash,4.0,23,Yes
278,24,Female,Clothing,188.98,5,Debit Card,3.9,1,No
279,39,Male,Electronics,61.53,30,Credit Card,2.7,16,No
280,59,Male,Books,17.08,10,Cash,4.5,11,No
281,65,Male,Electronics,516.61,15,Credit Card,4.1,30,No
282,39,Male,Electronics,246.36,25,Credit Card,4.5,28,No
283,62,Male,Clothing,160.71,30,Debit Card,4.0,11,No
284,49,Male,Books,8.33,25,Debit Card,4.3,18,No
285,51,Male,Books,56.69,20,Credit Card,5.0,28,Yes
286,59,Male,Beauty,86.51,10,Bank Transfer,3.8,1,No
287,43,Male,Electronics,309.94,15,Credit Card,4.1,23,No
288,44,Male,Beauty,96.16,20,PayPal,4.1,6,No
289,41,Male,Clothing,81.9,15,Debit Card,2.7,3,Yes
290,39,Female,Sports,66.64,5,PayPal,4.3,26,Yes
291,34,Male,Clothing,151.2,30,Bank Transfer,2.6,13,Yes
292,46,Female,Sports,150.57,15,Bank Transfer,4.0,26,No
293,62,Male,Sports,227.28,15,Debit Card,4.8,19,No
294,43,Female,Home & Kitchen,137.04,25,Bank Transfer,4.7,17,No
295,30,Male,Beauty,125.6,5,Cash,3.9,16,Yes
296,40,Female,Beauty,107.68,30,Bank Transfer,4.5,13,Yes
297,19,Female,Clothing,31.37,5,Cash,2.7,26,No
298,52,Male,Home & Kitchen,280.94,20,Cash,3.1,12,Yes
299,42,Female,Books,47.75,20,PayPal,4.5,27,No
300,58,Female,Beauty,47.65,25,Debit Card,3.0,2,Yes
301,42,Male,Books,81.83,5,Cash,2.9,1,Yes
302,58,Female,Books,58.95,20,Debit Card,4.5,2,No
303,52,Female,Electronics,237.3,20,Bank Transfer,3.7,16,Yes
304,25,Female,Books,27.15,15,Credit Card,4.5,29,No
305,34,Female,Electronics,483.77,25,Credit Card,3.3,6,Yes
306,28,Male,Sports,42.86,20,PayPal,4.3,26,Yes
307,65,Male,Electronics,291.78,20,Cash,3.1,26,No
308,42,Female,Sports,223.08,0,Credit Card,4.4,24,Yes
309,40,Male,Home & Kitchen,46.51,25,Bank Transfer,3.7,0,No
310,26,Female,Beauty,130.71,25,Credit Card,4.9,11,No
311,25,Male,Electronics,326.31,25,Bank Transfer,3.0,11,No
312,28,Male,Clothing,54.69,30,Bank Transfer,5.0,29,No
313,59,Male,Home & Kitchen,77.28,25,Cash,3.1,20,Yes
314,30,Female,Books,56.32,10,Credit Card,3.6,30,No
315,33,Male,Sports,226.46,15,Cash,3.4,14,No
316,53,Male,Clothing,29.14,25,Credit Card,4.1,28,Yes
317,50,Male,Beauty,46.4,20,Debit Card,4.1,15,No
318,43,Male,Beauty,60.35,25,Bank Transfer,4.6,7,No
319,50,Male,Books,79.65,10,PayPal,3.0,1,No
320,22,Female,Home & Kitchen,221.62,0,Cash,5.0,1,Yes
321,63,Female,Sports,143.27,30,PayPal,3.8,2,No
322,51,Female,Home & Kitchen,274.79,15,Bank Transfer,3.1,5,No
323,31,Male,Clothing,158.46,0,PayPal,4.2,15,No
324,55,Male,Sports,198.12,0,Credit Card,3.9,28,No
325,34,Male,Beauty,120.35,10,PayPal,2.7,30,No
326,48,Male,Clothing,142.37,10,Cash,4.3,5,No
327,56,Male,Clothing,35.29,30,Debit Card,4.0,4,No
328,57,Male,Beauty,80.2,30,Bank Transfer,4.1,21,No
329,41,Male,Sports,140.24,25,Bank Transfer,4.4,29,Yes
330,45,Male,Home & Kitchen,330.46,5,Credit Card,4.3,0,Yes
331,51,Male,Books,38.34,10,PayPal,4.6,8,No
332,57,Female,Sports,151.94,15,Bank Transfer,5.0,8,No
333,63,Female,Sports,286.04,0,Cash,3.8,6,Yes
334,28,Female,Sports,40.49,5,Credit Card,2.7,11,No
335,43,Female,Sports,19.56,30,Bank Transfer,4.8,21,No
336,30,Male,Beauty,70.64,5,PayPal,5.0,2,No
337,60,Female,Books,11.32,30,Cash,4.8,17,No
338,35,Male,Beauty,35.1,20,Cash,3.8,2,Yes
339,50,Female,Beauty,75.55,30,PayPal,4.9,10,No
340,55,Male,Books,89.53,10,Bank Transfer,4.9,13,Yes
341,62,Female,Clothing,100.58,10,Bank Transfer,3.0,11,No
342,29,Male,Books,23.72,30,Credit Card,3.4,19,Yes
343,23,Female,Beauty,61.0,20,Debit Card,3.2,27,No
344,43,Male,Beauty,14.26,30,PayPal,4.4,21,Yes
345,62,Female,Home & Kitchen,97.18,10,Debit Card,3.9,5,No
346,48,Female,Home & Kitchen,157.3,15,Bank Transfer,3.9,5,No
347,24,Female,Clothing,216.95,0,Debit Card,3.6,5,No
348,49,Female,Home & Kitchen,150.8,15,PayPal,4.1,26,No
349,34,Female,Home & Kitchen,100.28,20,Bank Transfer,3.9,6,No
350,36,Female,Home & Kitchen,226.89,25,Debit Card,2.9,30,No
351,44,Female,Electronics,109.69,15,Cash,4.7,8,No
352,44,Male,Clothing,46.32,5,Credit Card,3.5,5,Yes
353,48,Male,Electronics,474.28,15,Cash,3.1,9,No
354,58,Male,Clothing,50.35,15,Cash,3.9,27,No
355,26,Male,Beauty,91.23,10,Bank Transfer,3.4,29,No
356,23,Female,Home & Kitchen,128.09,10,Credit Card,3.7,9,No
357,48,Female,Electronics,443.87,20,Debit Card,3.5,13,No
358,42,Male,Home & Kitchen,199.03,10,Bank Transfer,4.1,9,No
359,44,Male,Electronics,183.44,5,Credit Card,2.5,10,Yes
360,29,Male,Home & Kitchen,269.13,10,PayPal,3.3,13,No
361,47,Male,Home & Kitchen,79.85,5,Cash,4.7,6,No
362,18,Male,Sports,106.21,30,Debit Card,3.8,3,No
363,42,Female,Home & Kitchen,274.99,10,Credit Card,3.4,6,No
364,25,Male,Sports,91.85,0,PayPal,4.5,18,No
365,41,Male,Clothing,41.02,0,Bank Transfer,4.1,11,Yes
366,26,Female,Clothing,148.42,0,Debit Card,3.4,22,No
367,20,Female,Sports,90.46,25,Bank Transfer,3.2,14,No
368,22,Male,Books,9.56,5,Cash,2.5,28,No
369,38,Male,Sports,60.65,10,Cash,3.5,10,Yes
370,24,Male,Electronics,478.26,20,PayPal,4.6,20,No
371,21,Female,Clothing,36.3,0,Credit Card,4.5,14,No
372,53,Female,Home & Kitchen,258.27,0,Bank Transfer,3.0,30,Yes
373,24,Male,Beauty,137.07,20,Bank Transfer,4.4,13,No
374,61,Female,Sports,111.93,5,PayPal,5.0,17,No
375,38,Female,Home & Kitchen,285.33,15,Cash,3.9,24,No
376,46,Female,Books,11.47,0,Debit Card,5.0,9,No
377,19,Female,Beauty,81.86,10,Debit Card,4.7,11,No
378,34,Female,Electronics,368.65,15,Bank Transfer,4.7,26,Yes
379,56,Female,Electronics,373.16,30,Credit Card,3.5,13,No
380,65,Male,Sports,52.91,20,Credit Card,3.1,22,No
381,46,Male,Clothing,160.69,20,PayPal,3.2,12,No
382,62,Male,Clothing,52.45,20,Cash,3.1,7,No
383,38,Male,Electronics,446.84,10,Bank Transfer,5.0,5,No
384,57,Male,Books,43.64,0,Bank Transfer,2.6,23,No
385,36,Male,Home & Kitchen,186.7,5,Cash,3.8,17,No
386,57,Male,Sports,64.65,10,Bank Transfer,4.5,6,No
387,21,Female,Sports,124.06,0,PayPal,3.2,0,No
388,42,Male,Home & Kitchen,46.93,25,Bank Transfer,2.6,0,No
389,39,Female,Books,33.59,20,Cash,4.5,8,No
390,19,Female,Clothing,181.08,20,Debit Card,4.1,27,No
391,33,Male,Books,47.04,20,Debit Card,4.5,21,No
392,62,Male,Books,75.18,20,Credit Card,4.9,17,No
393,38,Male,Sports,161.03,30,Cash,4.1,28,No
394,30,Male,Clothing,185.59,5,Cash,4.2,7,Yes
395,62,Female,Clothing,151.13,5,Credit Card,3.0,5,No
396,18,Female,Books,24.15,15,Cash,4.0,27,No
397,33,Female,Books,59.85,20,Credit Card,3.8,19,Yes
398,46,Female,Electronics,436.96,30,Debit Card,4.9,20,No
399,46,Female,Home & Kitchen,87.02,5,PayPal,4.6,14,Yes
400,64,Male,Clothing,223.92,5,Debit Card,4.0,14,No
401,23,Female,Home & Kitchen,275.99,15,Bank Transfer,3.4,20,No
402,64,Male,Books,38.16,5,Credit Card,2.9,27,No
403,37,Female,Sports,64.63,20,PayPal,3.1,24,No
404,49,Male,Beauty,66.14,20,Bank Transfer,3.1,0,No
405,57,Male,Electronics,155.68,20,Credit Card,3.3,9,Yes
406,24,Female,Clothing,72.6,15,Credit Card,3.9,23,Yes
407,37,Female,Home & Kitchen,310.62,0,Cash,4.6,22,No
408,51,Male,Sports,36.83,25,Cash,4.0,22,No
409,56,Female,Home & Kitchen,120.69,25,Debit Card,3.7,15,No
410,63,Female,Clothing,21.69,15,Cash,2.6,13,No
411,18,Male,Sports,20.01,25,Bank Transfer,3.4,10,Yes
412,29,Male,Home & Kitchen,196.91,5,Bank Transfer,3.7,20,No
413,47,Female,Sports,24.12,20,Cash,3.3,21,Yes
414,27,Female,Electronics,290.27,0,Cash,4.5,27,No
415,63,Male,Home & Kitchen,106.13,10,Credit Card,2.8,5,No
416,23,Female,Beauty,133.92,20,Debit Card,4.4,9,Yes
417,51,Male,Clothing,94.24,25,Credit Card,4.0,27,No
418,47,Male,Electronics,362.48,10,Cash,3.0,6,No
419,46,Male,Home & Kitchen,32.08,10,Debit Card,3.3,17,No
420,54,Male,Clothing,120.79,25,Credit Card,2.8,1,Yes
421,45,Female,Clothing,202.49,10,Bank Transfer,3.0,26,Yes
422,47,Male,Electronics,496.37,15,Debit Card,3.1,15,No
423,57,Female,Home & Kitchen,276.12,0,Cash,3.7,2,No
424,47,Male,Home & Kitchen,69.42,10,Cash,4.1,17,No
425,43,Female,Clothing,116.82,20,PayPal,4.5,13,No
426,52,Male,Clothing,32.23,15,PayPal,3.9,10,No
